iata,name,latitude_deg,longitude_deg,continent,iso_country,municipality,timezone,icao_code,gps_code
DRA,Desert Rock Airport,36.6194,-116.032997,NA,US,Mercury,America/Los_Angeles,KDRA,KDRA
DRB,Derby Airport,-17.37193,123.66221,OC,AU,Derby,Australia/Perth,YDBY,YDBY
DRG,Deering Airport,66.068901,-162.766914,NA,US,Deering,America/Nome,PADE,PADE
DRI,Beauregard Regional Airport,30.831699,-93.339897,NA,US,DeRidder,America/Chicago,KDRI,KDRI
DRN,Dirranbandi Airport,-28.587912,148.217161,OC,AU,,Australia/Brisbane,YDBI,YDBI
DRO,Durango La Plata County Airport,37.151501,-107.753998,NA,US,Durango,America/Denver,KDRO,KDRO
DRP,Bicol International Airport,13.111915,123.676829,AS,PH,Legazpi,Asia/Manila,RPLK,RPLK
DRS,Dresden Airport,51.134123,13.767831,EU,DE,Dresden,Europe/Berlin,EDDC,EDDC
DRT,Del Rio International Airport,29.3742008209,-100.927001953,NA,US,Del Rio,America/Chicago,KDRT,KDRT
DRW,Darwin International Airport / RAAF Darwin,-12.41497,130.88185,OC,AU,Darwin,Australia/Darwin,YPDN,YPDN
DSI,Destin Executive Airport,30.400101,-86.471497,NA,US,Destin,America/Chicago,KDTS,KDTS
DSK,Dera Ismael Khan Airport [IN-ACTIVE],31.909401,70.896599,AS,PK,Dera Ismael Khan,Asia/Karachi,OPDI,OPDI
DSM,Des Moines International Airport,41.534,-93.663101,NA,US,Des Moines,America/Chicago,KDSM,KDSM
DSN,Ordos Ejin Horo Airport,39.493514,109.8599,AS,CN,Ordos,Asia/Shanghai,ZBDS,ZBDS
DSO,Sondok Airport,39.745201,127.473999,AS,KP,Sŏndŏng-ni,Asia/Pyongyang,ZKSD,ZKSD
DSS,Blaise Diagne International Airport,14.670878,-17.072829,AF,SN,Dakar,Africa/Dakar,GOBD,GOBD
DTE,Daet Airport,14.1292,122.980003,AS,PH,Daet,Asia/Manila,RPUD,RPUD
DTM,Dortmund Airport,51.518299,7.61224,EU,DE,Dortmund,Europe/Berlin,EDLW,EDLW
DTU,Wudalianchi Dedu Airport,48.441037,126.128374,AS,CN,Heihe,Asia/Shanghai,ZYDU,ZYDU
DTW,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,NA,US,Detroit,America/Detroit,KDTW,KDTW
DUA,Durant Regional Airport - Eaker Field,33.939675,-96.395072,NA,US,Durant,America/Chicago,KDUA,KDUA
DUB,Dublin Airport,53.428713,-6.262121,EU,IE,Dublin,Europe/Dublin,EIDW,EIDW
DUD,Dunedin International Airport,-45.928101,170.197998,OC,NZ,Dunedin,Pacific/Auckland,NZDN,NZDN
DUE,Dundo Airport,-7.400889873504639,20.818500518798828,AF,AO,Chitato,Africa/Luanda,FNDU,FNDU
DUG,Bisbee Douglas International Airport,31.4689998627,-109.603996277,NA,US,Douglas Bisbee,America/Phoenix,KDUG,KDUG
DUJ,DuBois Regional Airport,41.17829895,-78.8986969,NA,US,Dubois,America/New_York,KDUJ,KDUJ
DUM,Pinang Kampai Airport,1.609114,101.433492,AS,ID,Dumai,Asia/Jakarta,WIBD,WIBD
DUR,King Shaka International Airport,-29.6144444444,31.1197222222,AF,ZA,Durban,Africa/Johannesburg,FALE,FALE
DUS,Düsseldorf Airport,51.289501,6.76678,EU,DE,Düsseldorf,Europe/Berlin,EDDL,EDDL
DUT,Tom Madsen (Dutch Harbor) Airport,53.89881,-166.544996,NA,US,Unalaska,America/Nome,PADU,PADU
DVL,Devils Lake Regional Airport,48.115454,-98.908796,NA,US,Devils Lake,America/Chicago,KDVL,KDVL
DVO,Francisco Bangoy International Airport,7.12552,125.646004,AS,PH,Davao,Asia/Manila,RPMD,RPMD
DWA,Dwangwa Airport,-12.517527,34.131877,AF,MW,Dwangwa,Africa/Blantyre,FWDW,FWDW
DWC,Al Maktoum International Airport,24.896356,55.161389,AS,AE,Jebel Ali,Asia/Dubai,OMDW,OMDW
DWD,King Salman Abdulaziz Airport,24.4499,44.121201,AS,SA,Dawadmi,Asia/Riyadh,,OEDM
DXB,Dubai International Airport,25.2527999878,55.3643989563,AS,AE,Dubai,Asia/Dubai,OMDB,OMDB
DXR,Danbury Municipal Airport,41.371656,-73.482227,NA,US,Danbury,America/New_York,KDXR,KDXR
DYA,Dysart Airport,-22.6222,148.363998,OC,AU,,Australia/Brisbane,YDYS,YDYS
DYR,Ugolny Yuri Ryktheu Airport,64.734902,177.740997,AS,RU,Anadyr,Asia/Anadyr,UHMA,UHMA
DYS,Dyess Air Force Base,32.420799,-99.854599,NA,US,Abilene,America/Chicago,KDYS,KDYS
DYU,Dushanbe International Airport,38.543746,68.822977,AS,TJ,Dushanbe,Asia/Dushanbe,UTDD,UTDD
DZA,Dzaoudzi Pamandzi International Airport,-12.809319,45.281815,AF,YT,Dzaoudzi,Indian/Mayotte,FMCZ,FMCZ
DZH,Dazhou Jinya Airport,31.048815,107.435646,AS,CN,Dazhou (Dachuan),Asia/Shanghai,ZUDA,ZUDA
DZN,Zhezkazgan National Airport,47.708953,67.738094,AS,KZ,Zhezkazgan,Asia/Almaty,UAKD,UAKD
DZO,Santa Bernardina International Airport,-33.358898,-56.499199,SA,UY,Durazno,America/Montevideo,SUDU,SUDU
EAM,Najran Domestic Airport,17.611401,44.419201,AS,SA,Najran,Asia/Riyadh,OENG,OENG
EAR,Kearney Regional Airport,40.727001,-99.006798,NA,US,Kearney,America/Chicago,KEAR,KEAR
EAS,San Sebastián Airport,43.356499,-1.79061,EU,ES,Hondarribia,Europe/Madrid,LESO,LESO
EAT,Pangborn Memorial Airport,47.398899,-120.207001,NA,US,Wenatchee,America/Los_Angeles,KEAT,KEAT
EAU,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605469,NA,US,Eau Claire,America/Chicago,KEAU,KEAU
EBA,Marina di Campo Airport,42.760871,10.239811,EU,IT,Campo nell'Elba (LI),Europe/Rome,LIRJ,LIRJ
EBB,Entebbe International Airport,0.042386,32.443501,AF,UG,Kampala,Africa/Kampala,HUEN,HUEN
EBD,El-Obeid Airport,13.1532,30.2327,AF,SD,El-Obeid,Africa/Khartoum,HSOB,HSOB
EBG,El Bagre Airport,7.59647,-74.8089,SA,CO,El Bagre,America/Bogota,SKEB,SKEB
EBJ,Esbjerg Airport,55.525902,8.5534,EU,DK,Esbjerg,Europe/Copenhagen,EKEB,EKEB
EBL,Erbil International Airport,36.23759841918945,43.963199615478516,AS,IQ,Arbil,Asia/Baghdad,ORER,ORER
EBM,El Borma Airport,31.7043,9.25462,AF,TN,El Borma,Africa/Tunis,DTTR,DTTR
EBU,Saint-Étienne-Bouthéon Airport,45.5406,4.29639,EU,FR,"Andrézieux-Bouthéon, Loire",Europe/Paris,LFMH,LFMH
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,NA,US,Elizabeth City,America/New_York,KECG,KECG
ECH,Echuca Airport,-36.15719985961914,144.76199340820312,OC,AU,,Australia/Melbourne,YECH,YECH
ECN,Nicosia (Lefkoşa) Ercan International Airport,35.152337,33.506584,AS,CY,Tymbou (Kirklar),Asia/Nicosia,LCEN,LCEN
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,NA,US,Panama City Beach,America/Chicago,KECP,KECP
EDF,Elmendorf Air Force Base,61.251709,-149.807097,NA,US,Anchorage,America/Anchorage,PAED,PAED
EDI,Edinburgh Airport,55.950145,-3.372288,EU,GB,Edinburgh,Europe/London,EGPH,EGPH
EDL,Eldoret International Airport,0.4044579863548279,35.23889923095703,AF,KE,Eldoret,Africa/Nairobi,HKEL,HKEL
EDM,La Roche-sur-Yon Les Ajoncs Airport,46.7019,-1.37863,EU,FR,La Roche-sur-Yon,Europe/Paris,LFRI,LFRI
EDO,Balıkesir Koca Seyit Airport,39.5546,27.0138,AS,TR,Edremit,Europe/Istanbul,LTFD,LTFD
EDW,Edwards Air Force Base,34.910781,-117.886391,NA,US,Edwards,America/Los_Angeles,KEDW,KEDW
EEA,Planalto Serrano Regional Airport,-27.634128,-50.358253,SA,BR,Correia Pinto,America/Sao_Paulo,SNCP,SNCP
EED,Needles Airport,34.7663002014,-114.623001099,NA,US,Needles,America/Los_Angeles,KEED,KEED
EEN,Dillant Hopkins Airport,42.898399,-72.270798,NA,US,Keene,America/New_York,KEEN,KEEN
EES,Berenice International Airport / Banas Cape Air Base,23.980437,35.460277,AF,EG,Berenice Troglodytica,Africa/Cairo,HEBR,HEBR
EFD,Ellington Airport,29.607299804700002,-95.1587982178,NA,US,Houston,America/Chicago,KEFD,KEFD
EFL,Kefallinia Airport,38.12009811401367,20.500499725341797,EU,GR,Kefallinia Island,Europe/Athens,LGKF,LGKF
EGC,Bergerac Dordogne-Périgord airport,44.825298,0.518611,EU,FR,Bergerac,Europe/Paris,LFBE,LFBE
EGE,Eagle County Regional Airport,39.64260101,-106.9179993,NA,US,Eagle,America/Denver,KEGE,KEGE
EGH,El Jora Airport,31.078138,34.153131,AS,EG,El Jora,Africa/Cairo,HEGR,HEGR
EGI,Duke Field,30.65040016,-86.52290344,NA,US,Crestview,America/Chicago,KEGI,KEGI
EGO,Belgorod International Airport,50.643798828125,36.5900993347168,EU,RU,Belgorod,Europe/Moscow,UUOB,UUOB
EGS,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,EU,IS,Egilsstaðir,Atlantic/Reykjavik,BIEG,BIEG
EGX,Egegik Airport,58.184386,-157.374873,NA,US,Egegik,America/Anchorage,PAII,PAII
EHL,El Bolsón Airfield,-41.943199,-71.532303,SA,AR,El Bolsón,America/Argentina/Salta,SAVB,SAVB
EHM,Cape Newenham LRRS Airport,58.646400451699996,-162.06300354,NA,US,Cape Newenham,America/Nome,PAEH,PAEH
EHU,Ezhou Huahu Airport,30.341178,115.03926,AS,CN,Ezhou,Asia/Shanghai,ZHEC,ZHEC
EIB,Eisenach-Kindel Airport,50.991604,10.47973,EU,DE,Hörselberg-Hainich,Europe/Berlin,EDGE,EDGE
EIE,Yeniseysk Airport,58.474201,92.112503,AS,RU,Yeniseysk,Asia/Krasnoyarsk,UNII,UNII
EIK,Yeysk Airport,46.68,38.21,EU,RU,Yeysk,Europe/Moscow,,
EIL,Eielson Air Force Base,64.66570282,-147.102005,NA,US,Fairbanks,America/Anchorage,PAEI,PAEI
EIN,Eindhoven Airport,51.4500999451,5.37452983856,EU,NL,Eindhoven,Europe/Amsterdam,EHEH,EHEH
EIS,Terrance B. Lettsome International Airport,18.445492,-64.541707,NA,VG,Beef Island,America/Tortola,TUPJ,TUPJ
EJA,Yariguíes Airport,7.02433,-73.8068,SA,CO,Barrancabermeja,America/Bogota,SKEJ,SKEJ
EJH,Al Wajh Domestic Airport,26.198601,36.476398,AS,SA,Al Wajh,Asia/Riyadh,OEWJ,OEWJ
EKA,Murray Field,40.803398,-124.112999,NA,US,Eureka,America/Los_Angeles,KEKA,KEKA
EKB,Ekibastuz Airport,51.590999603271484,75.21499633789062,AS,KZ,Ekibastuz,Asia/Almaty,UASB,UASB
EKN,Elkins-Randolph County Regional Airport,38.889759,-79.857651,NA,US,Elkins,America/New_York,KEKN,KEKN
EKO,Elko Regional Airport,40.82490158081055,-115.79199981689453,NA,US,Elko,America/Los_Angeles,KEKO,KEKO
EKT,Eskilstuna Airport,59.351101,16.708401,EU,SE,Eskilstuna,Europe/Stockholm,ESSU,ESSU
ELB,Las Flores Airport,9.04554,-73.9749,SA,CO,El Banco,America/Bogota,SKBC,SKBC
ELC,Elcho Island Airport,-12.019399642899998,135.570999146,OC,AU,Elcho Island,Australia/Darwin,YELD,YELD
ELD,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,NA,US,El Dorado,America/Chicago,KELD,KELD
ELF,El Fasher Airport,13.614899635314941,25.324600219726562,AF,SD,El Fasher,Africa/Khartoum,HSFS,HSFS
ELG,El Golea Airport,30.580732,2.861595,AF,DZ,El Menia,Africa/Algiers,DAUE,DAUE
ELH,North Eleuthera Airport,25.474899292,-76.6835021973,NA,BS,North Eleuthera,America/Nassau,MYEH,MYEH
ELM,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,NA,US,Elmira/Corning,America/New_York,KELM,KELM
ELP,El Paso International Airport,31.807199,-106.377998,NA,US,El Paso,America/Denver,KELP,KELP
ELQ,Gassim Airport,26.302799,43.774399,AS,SA,Buraidah,Asia/Riyadh,OEGS,OEGS
ELS,King Phalo Airport,-33.035599,27.825899,AF,ZA,East London,Africa/Johannesburg,FAEL,FAEL
ELU,Guemar Airport - مطار قمار بالوادي,33.511398,6.77679,AF,DZ,Guemar,Africa/Algiers,DAUO,DAUO
ELY,Ely Airport Yelland Field,39.29970169,-114.8420029,NA,US,Ely,America/Los_Angeles,KELY,KELY
EMA,East Midlands Airport,52.8311,-1.32806,EU,GB,Nottingham,Europe/London,EGNX,EGNX
EMD,Emerald Airport,-23.5674991608,148.179000854,OC,AU,Emerald,Australia/Brisbane,YEML,YEML
EMK,Emmonak Airport,62.78609848,-164.4909973,NA,US,Emmonak,America/Nome,PAEM,PAEM
EML,Emmen Air Base,47.092444,8.305184,EU,CH,Emmen,Europe/Zurich,LSME,LSME
ENA,Kenai Municipal Airport,60.570946,-151.245174,NA,US,Kenai,America/Anchorage,PAEN,PAEN
ENC,Nancy-Essey Airport,48.692101,6.23046,EU,FR,"Tomblaine, Meurthe-et-Moselle",Europe/Paris,LFSN,LFSN
END,Vance Air Force Base,36.339199,-97.916496,NA,US,Enid,America/Chicago,KEND,KEND
ENF,Enontekio Airport,68.362602233887,23.424299240112,EU,FI,Enontekio,Europe/Helsinki,EFET,EFET
ENH,Enshi Xujiaping Airport,30.320299,109.485001,AS,CN,Enshi (Enshi),Asia/Shanghai,ZHES,ZHES
ENK,Enniskillen/St Angelo Airport,54.398274,-7.651179,EU,GB,"Enniskillen, Fermanagh and Omagh",Europe/London,EGAB,EGAB
ENN,Nenana Municipal Airport,64.548772,-149.074516,NA,US,Nenana,America/Anchorage,PANN,PANN
ENO,Aeropuerto Internacional Tte. Amín Ayub González,-27.227537,-55.837584,SA,PY,Encarnación,America/Asuncion,SGEN,SGEN
ENS,Twente Airport,52.275833,6.889167,EU,NL,Enschede,Europe/Amsterdam,EHTW,EHTW
ENU,Akanu Ibiam International Airport,6.474269866943359,7.561960220336914,AF,NG,Enegu,Africa/Lagos,DNEN,DNEN
ENV,Wendover Airport,40.7187004089,-114.03099823,NA,US,Wendover,America/Denver,KENV,KENV
ENW,Kenosha Regional Airport,42.59569931,-87.92780304,NA,US,Kenosha,America/Chicago,KENW,KENW
ENY,Yan'an Nanniwan Airport,36.479413,109.464083,AS,CN,Yan'an (Baota),Asia/Shanghai,ZLYA,ZLYA
EOH,Enrique Olaya Herrera Airport,6.219686,-75.590597,SA,CO,Medellín,America/Bogota,SKMD,SKMD
EOI,Eday Airport,59.19060134887695,-2.7722198963165283,EU,GB,Eday,Europe/London,EGED,EGED
EOR,El Dorado Airport,6.71573,-61.638786,SA,VE,Bolivar,America/Caracas,SVED,SVED
EOZ,Elorza Airport,7.059677,-69.4967,SA,VE,,America/Caracas,SVEZ,SVEZ
EPA,El Palomar Airport,-34.6099,-58.6126,SA,AR,El Palomar,America/Argentina/Buenos_Aires,SADP,SADP
EPL,Épinal Mirecourt Airport,48.325001,6.06998,EU,FR,Épinal,Europe/Paris,LFSG,LFSG
EPR,Esperance Airport,-33.684399,121.822998,OC,AU,Esperance,Australia/Perth,YESP,YESP
EPU,Pärnu Airport,58.41899871826172,24.47279930114746,EU,EE,Pärnu,Europe/Tallinn,EEPU,EEPU
EQS,Esquel Brigadier Antonio Parodi International Airport,-42.908001,-71.139503,SA,AR,Esquel,America/Argentina/Catamarca,SAVE,SAVE
ERC,Erzincan Airport,39.7102012634,39.527000427199994,AS,TR,Erzincan,Europe/Istanbul,LTCD,LTCD
ERD,Berdyansk Airport,46.814999,36.758099,EU,UA,Berdyansk,Europe/Kyiv,UKDB,UKDB
ERF,Erfurt-Weimar Airport,50.979801,10.9581,EU,DE,Erfurt,Europe/Berlin,EDDE,EDDE
ERH,Moulay Ali Cherif Airport,31.9475002289,-4.39833021164,AF,MA,Errachidia,Africa/Casablanca,GMFK,GMFK
ERI,Erie International Tom Ridge Field,42.083127,-80.173867,NA,US,Erie,America/New_York,KERI,KERI
ERL,Erenhot Saiwusu International Airport,43.4225,112.096667,AS,CN,Erenhot,Asia/Shanghai,ZBER,ZBER
ERS,Eros Airport,-22.612199783325195,17.080400466918945,AF,NA,Windhoek,Africa/Windhoek,FYWE,FYWE
ERZ,Erzurum International Airport,39.956501,41.1702,AS,TR,Erzurum,Europe/Istanbul,LTCE,LTCE
ESB,Esenboğa International Airport,40.128101,32.995098,AS,TR,Ankara,Europe/Istanbul,LTAC,LTAC
ESC,Delta County Airport,45.723199,-87.088623,NA,US,Escanaba,America/Detroit,KESC,KESC
ESD,Orcas Island Airport,48.708199,-122.910004,NA,US,Eastsound,America/Los_Angeles,KORS,KORS
ESF,Esler Army Airfield / Esler Regional Airport,31.394266,-92.294082,NA,US,Alexandria,America/Chicago,KESF,KESF
ESG,Aeropuerto Internacional Dr. Luis Maria Argaña,-22.046499,-60.6217,SA,PY,Mariscal Estigarribia,America/Asuncion,SGME,SGME
ESH,Brighton City Airport,50.835602,-0.297222,EU,GB,"Brighton, East Sussex",Europe/London,EGKA,EGKA
ESK,Eskişehir Air Base,39.7841,30.5821,AS,TR,Eskişehir,Europe/Istanbul,LTBI,LTBI
ESL,Elista Airport,46.3739013671875,44.33089828491211,EU,RU,Elista,Europe/Moscow,URWI,URWI
ESM,Carlos Concha Torres International Airport,0.978519,-79.626602,SA,EC,Tachina,America/Guayaquil,SETN,SETN
ESR,Ricardo García Posada Airport,-26.3111,-69.765198,SA,CL,El Salvador,America/Santiago,SCES,SCES
ESU,Essaouira-Mogador Airport,31.397499,-9.68167,AF,MA,Essaouira,Africa/Casablanca,GMMI,GMMI
ETM,Ramon International Airport,29.727009,35.014116,AS,IL,Eilat,Asia/Jerusalem,LLER,LLER
ETR,Santa Rosa - Artillery Colonel Victor Larrea International Airport,-3.441986,-79.996957,SA,EC,Santa Rosa,America/Guayaquil,SERO,SERO
ETZ,Metz-Nancy-Lorraine Airport,48.982101,6.25132,EU,FR,Goin,Europe/Paris,LFJL,LFJL
EUG,Mahlon Sweet Field,44.12459945678711,-123.21199798583984,NA,US,Eugene,America/Los_Angeles,KEUG,KEUG
EUN,Hassan I Airport,27.142467,-13.224947,AF,EH,El Aaiún,Africa/Casablanca,GMML,GMML
EUQ,Evelio Javier Airport,10.766644,121.932506,AS,PH,San Jose,Asia/Manila,RPVS,RPVS
EUX,F. D. Roosevelt Airport,17.4965,-62.979401,NA,BQ,Oranjestad,America/Kralendijk,TNCE,TNCE
EVE,"Harstad/Narvik Airport, Evenes",68.491302490234,16.678100585938,EU,NO,Evenes,Europe/Oslo,ENEV,ENEV
EVN,Zvartnots International Airport,40.1473007202,44.3959007263,AS,AM,Yerevan,Asia/Yerevan,UDYZ,UDYZ
EVV,Evansville Regional Airport,38.0369987488,-87.5324020386,NA,US,Evansville,America/Chicago,KEVV,KEVV
EVW,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,NA,US,Evanston,America/Denver,KEVW,KEVW
EVX,Évreux-Fauville (BA 105) Air Base,49.028702,1.21986,EU,FR,"Fauville, Eure",Europe/Paris,LFOE,LFOE
EWB,New Bedford Regional Airport,41.67610168457031,-70.95690155029297,NA,US,New Bedford,America/New_York,KEWB,KEWB
EWN,Coastal Carolina Regional Airport,35.0730018616,-77.04290008539999,NA,US,New Bern,America/New_York,KEWN,KEWN
EWR,Newark Liberty International Airport,40.692501,-74.168701,NA,US,Newark,America/New_York,KEWR,KEWR
EXT,Exeter International Airport,50.734261,-3.413984,EU,GB,"Exeter, Devon",Europe/London,EGTE,EGTE
EYK,Beloyarskiy Airport,63.686901,66.698601,EU,RU,,Asia/Yekaterinburg,USHQ,USHQ
EYP,El Alcaravan - Yopal Airport,5.31911,-72.384,SA,CO,Yopal,America/Bogota,SKYP,SKYP
EYW,Key West International Airport,24.556101,-81.759598,NA,US,Key West,America/New_York,KEYW,KEYW
EZE,Minister Pistarini International Airport,-34.8222,-58.5358,SA,AR,Buenos Aires (Ezeiza),America/Argentina/Buenos_Aires,SAEZ,SAEZ
EZS,Elazığ Airport,38.597974,39.28348,AS,TR,Elazığ,Europe/Istanbul,LTCA,LTCA
EZV,Berezovo Airport,63.92100143432617,65.03050231933594,AS,RU,,Asia/Yekaterinburg,,USHB
FAB,Farnborough Airport,51.275799,-0.776333,EU,GB,"Farnborough, Hampshire",Europe/London,EGLF,EGLF
FAE,Vágar Airport,62.063256,-7.275782,EU,FO,Vágar,Atlantic/Faroe,EKVG,EKVG
FAF,Felker Army Air Field,37.1325,-76.608803,NA,US,Newport News (Fort Eustis),America/New_York,KFAF,KFAF
FAI,Fairbanks International Airport,64.815102,-147.856003,NA,US,Fairbanks,America/Anchorage,PAFA,PAFA
FAO,Faro Airport,37.0144004822,-7.96590995789,EU,PT,Faro,Europe/Lisbon,LPFR,LPFR
FAR,Hector International Airport,46.92070007324219,-96.81580352783203,NA,US,Fargo,America/Chicago,KFAR,KFAR
FAT,Fresno Yosemite International Airport,36.776199,-119.718002,NA,US,Fresno,America/Los_Angeles,KFAT,KFAT
FAV,Fakarava Airport,-16.054100036621094,-145.65699768066406,OC,PF,,Pacific/Tahiti,NTGF,NTGF
FAY,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,NA,US,Fayetteville,America/New_York,KFAY,KFAY
FAZ,Fasa Airport,28.8918,53.723301,AS,IR,Fasa,Asia/Tehran,OISF,OISF
FBG,Simmons Army Air Field,35.13180161,-78.93669891,NA,US,Fort Bragg,America/New_York,KFBG,KFBG
FBK,Ladd Army Airfield,64.837502,-147.613998,NA,US,Fairbanks,America/Anchorage,PAFB,PAFB
FBM,Lubumbashi International Airport,-11.5913000107,27.5308990479,AF,CD,Lubumbashi,Africa/Lubumbashi,FZQA,FZQA
FCA,Glacier Park International Airport,48.31050109863281,-114.25599670410156,NA,US,Kalispell,America/Denver,KGPI,KGPI
FCB,Ficksburg Sentraoes Airport,-28.82309913635254,27.908899307250977,AF,ZA,Ficksburg,Africa/Johannesburg,FAFB,FAFB
FCN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,53.767689,8.659201,EU,DE,Wurster Nordseeküste,Europe/Berlin,ETMN,ETMN
FCO,Rome–Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998,EU,IT,Rome,Europe/Rome,LIRF,LIRF
FCS,Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,NA,US,Fort Carson,America/Denver,KFCS,KFCS
FDF,Martinique Aimé Césaire International Airport,14.591,-61.003201,NA,MQ,Fort-de-France,America/Martinique,TFFF,TFFF
FDH,Friedrichshafen Airport,47.671299,9.51149,EU,DE,Friedrichshafen,Europe/Berlin,EDNY,EDNY
FDU,Bandundu Airport,-3.31132,17.381701,AF,CD,Bandundu,Africa/Kinshasa,FZBO,FZBO
FDY,Findlay Airport,41.013500213600004,-83.66870117190001,NA,US,Findlay,America/New_York,KFDY,KFDY
FEG,Fergana International Airport,40.358799,71.745003,AS,UZ,Fergana,Asia/Tashkent,UZFF,UZFF
FEN,Fernando de Noronha Airport,-3.854471,-32.423302,SA,BR,Fernando de Noronha,America/Noronha,SBFN,SBFN
FEZ,Fes Saïss International Airport,33.927299,-4.97796,AF,MA,Saïss,Africa/Casablanca,GMFF,GMFF
FFD,RAF Fairford,51.683568,-1.789172,EU,GB,"Fairford, Gloucestershire",Europe/London,EGVA,EGVA
FFO,Wright-Patterson Air Force Base,39.826099,-84.048302,NA,US,Dayton,America/New_York,KFFO,KFFO
FGU,Fangatau Airport,-15.820044,-140.888071,OC,PF,Fangatau,Pacific/Tahiti,NTGB,NTGB
FHU,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,NA,US,Fort Huachuca / Sierra Vista,America/Phoenix,KFHU,KFHU
FIH,Ndjili International Airport,-4.38575,15.4446,AF,CD,Kinshasa,Africa/Kinshasa,FZAA,FZAA
FIZ,Fitzroy Crossing Airport,-18.183596,125.559783,OC,AU,,Australia/Perth,YFTZ,YFTZ
FJR,Fujairah International Airport,25.1122,56.324001,AS,AE,Fujairah,Asia/Dubai,OMFJ,OMFJ
FKB,Karlsruhe Baden-Baden Airport,48.7794,8.0805,EU,DE,Rheinmünster,Europe/Berlin,EDSB,EDSB
FKI,Bangoka International Airport,0.481638997793,25.3379993439,AF,CD,Kisangani,Africa/Lubumbashi,FZIC,FZIC
FKJ,Fukui Airport,36.142799,136.223999,AS,JP,Fukui,Asia/Tokyo,RJNF,RJNF
FKL,Venango Regional Airport,41.3778991699,-79.8603973389,NA,US,Franklin,America/New_York,KFKL,KFKL
FKQ,Fakfak Airport,-2.920508,132.267011,AS,ID,Fakfak,Asia/Jayapura,WASF,WASF
FKS,Fukushima Airport,37.22740173339844,140.43099975585938,AS,JP,Sukagawa,Asia/Tokyo,RJSF,RJSF
FLA,Gustavo Artunduaga Paredes Airport,1.58919,-75.5644,SA,CO,Florencia,America/Bogota,SKFL,SKFL
FLG,Flagstaff Pulliam International Airport,35.1385,-111.670998,NA,US,Flagstaff,America/Phoenix,KFLG,KFLG
FLL,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,NA,US,Fort Lauderdale,America/New_York,KFLL,KFLL
FLN,Hercílio Luz International Airport,-27.670279,-48.552502,SA,BR,Florianópolis,America/Sao_Paulo,SBFL,SBFL
FLO,Florence Regional Airport,34.18539810180664,-79.7238998413086,NA,US,Florence,America/New_York,KFLO,KFLO
FLR,"Florence Airport, Peretola",43.808558,11.202822,EU,IT,Firenze (FI),Europe/Rome,LIRQ,LIRQ
FLW,Flores Airport,39.455299377441406,-31.131399154663086,EU,PT,Santa Cruz das Flores,Atlantic/Azores,LPFL,LPFL
FLZ,Dr. Ferdinand Lumban Tobing Airport,1.557127,98.887145,AS,ID,Sibolga (Pinangsori),Asia/Jakarta,WIMS,WIMS
FMA,Formosa National Airport,-26.2127,-58.2281,SA,AR,Formosa,America/Argentina/Cordoba,SARF,SARF
FME,Tipton Airport,39.08539962769999,-76.7593994141,NA,US,Fort Meade(Odenton),America/New_York,KFME,KFME
FMI,Kalemie Airport,-5.87556,29.25,AF,CD,Kalemie,Africa/Lubumbashi,FZRF,FZRF
FMM,Memmingen Allgau Airport,47.988800048799995,10.2395000458,EU,DE,Memmingen,Europe/Berlin,EDJA,EDJA
FMN,Four Corners Regional Airport,36.741199,-108.230003,NA,US,Farmington,America/Denver,KFMN,KFMN
FMO,Münster Osnabrück Airport,52.134602,7.68483,EU,DE,Greven,Europe/Berlin,EDDG,EDDG
FMY,Page Field,26.58659935,-81.86329650879999,NA,US,Fort Myers,America/New_York,KFMY,KFMY
FNA,Lungi International Airport,8.61644,-13.1955,AF,SL,Freetown (Lungi-Town),Africa/Freetown,GFLL,GFLL
FNB,Neubrandenburg Trollenhagen Airport,53.6022,13.306,EU,DE,Trollenhagen,Europe/Berlin,EDBN,EDBN
FNC,Madeira International Airport Cristiano Ronaldo,32.697899,-16.7745,EU,PT,Funchal,Atlantic/Madeira,LPMA,LPMA
FNI,Nîmes-Arles-Camargue Airport,43.757401,4.41635,EU,FR,Nîmes/Garons,Europe/Paris,LFTW,LFTW
FNJ,Pyongyang Sunan International Airport,39.224098,125.669998,AS,KP,Pyongyang,Asia/Pyongyang,ZKPY,ZKPY
